Day,Month,Year,DomWater,MakeUpWater,LoopWater,TowerWater,Remainder
5,12,2002,33378,3320,330,0,29728
6,12,2002,29806,2900,320,0,26586
7,12,2002,37011,2320,320,0,34371
8,12,2002,53601,2460,320,0,50821
9,12,2002,5142,2790,320,0,2032
10,12,2002,37778,1950,330,0,35498
11,12,2002,31697,1840,360,0,29497
12,12,2002,56820,1970,370,0,54480
13,12,2002,22675,2040,400,0,20235
14,12,2002,28189,1760,360,0,26069
15,12,2002,26392,1550,380,0,24462
16,12,2002,50071,2890,400,0,46781
17,12,2002,17203,2220,360,0,14623
18,12,2002,70401,1560,440,0,68401
19,12,2002,6755,2360,330,0,4065
20,12,2002,51516,3040,410,0,48066
21,12,2002,24724,2170,390,0,22164
22,12,2002,9646,2190,390,0,7066
23,12,2002,47506,2390,420,0,44696
24,12,2002,36115,4160,380,0,31575
25,12,2002,13777,170,390,0,13217
26,12,2002,33004,2570,390,0,30044
27,12,2002,19080,2430,380,0,16270
28,12,2002,31907,1920,380,0,29607
29,12,2002,27222,1620,370,0,25232
30,12,2002,26944,2490,390,0,24064
31,12,2002,38248,2780,420,0,35048
1,1,2003,64802,2570,400,0,61832
2,1,2003,74558,3430,430,0,70698
3,1,2003,148212,3160,280,0,144772
4,1,2003,96128,2240,400,0,93488
5,1,2003,128430,2350,400,0,125680
6,1,2003,142508,3130,390,0,138988
7,1,2003,138327,2630,320,0,135377
8,1,2003,135242,2810,340,0,132092
9,1,2003,140371,3270,510,0,136591
10,1,2003,160676,3610,400,0,156666
11,1,2003,97827,3200,350,0,94277
12,1,2003,130056,2460,450,0,127146
13,1,2003,143041,3880,450,0,138711
14,1,2003,133672,3800,460,0,129412
15,1,2003,132211,3860,390,0,127961
16,1,2003,140518,3060,360,0,137098
17,1,2003,147440,4010,430,0,143000
18,1,2003,129385,3810,420,0,125155
19,1,2003,131045,3240,420,0,127385
20,1,2003,136757,3410,420,0,132927
21,1,2003,181157,4930,420,0,175807
22,1,2003,137176,6670,420,0,130086
23,1,2003,135370,6450,430,0,128490
24,1,2003,166309,5260,440,0,160609
25,1,2003,120478,5270,470,0,114738
26,1,2003,152195,5420,390,0,146385
27,1,2003,157797,5610,420,0,151767
28,1,2003,151924,3130,410,0,148384
29,1,2003,150561,4100,420,0,146041
30,1,2003,145199,2960,420,0,141819
31,1,2003,146688,2500,420,0,143768
1,2,2003,150467,2470,430,0,147567
2,2,2003,124400,2170,460,0,121770
3,2,2003,168900,2970,440,0,165490
4,2,2003,152552,4660,430,0,147462
5,2,2003,138128,5660,430,0,132038
6,2,2003,146215,5900,450,0,139865
7,2,2003,157403,6530,440,0,150433
8,2,2003,138141,2010,430,0,135701
9,2,2003,107628,2740,400,0,104488
10,2,2003,143280,4220,490,0,138570
11,2,2003,157766,3360,420,0,153986
12,2,2003,143617,3340,470,0,139807
13,2,2003,135388,2950,380,0,132058
14,2,2003,136815,3600,430,0,132785
15,2,2003,135761,3430,430,0,131901
16,2,2003,134804,3010,430,0,131364
17,2,2003,139182,2950,420,0,135812
18,2,2003,146008,3530,460,0,142018
19,2,2003,150300,2870,410,0,147020
20,2,2003,137163,2390,500,0,134273
21,2,2003,152325,2680,240,0,149405
22,2,2003,125115,2980,270,0,121865
23,2,2003,116839,3620,250,0,112969
24,2,2003,172743,5040,270,0,167433
25,2,2003,140969,5590,270,0,135109
26,2,2003,142022,5570,280,0,136172
27,2,2003,164045,3260,280,0,160505
28,2,2003,138586,3010,270,0,135306
1,3,2003,134226,3200,300,0,130726
2,3,2003,110963,5920,270,0,104773
3,3,2003,163574,4390,310,0,158874
4,3,2003,141580,6000,290,0,135290
5,3,2003,142302,5760,300,0,136242
6,3,2003,137269,3990,290,0,132989
7,3,2003,160513,4000,270,0,156243
8,3,2003,117401,4370,280,0,112751
9,3,2003,133411,4770,300,0,128341
10,3,2003,161992,5710,280,0,156002
11,3,2003,148808,5010,280,0,143518
12,3,2003,136468,4910,270,0,131288
13,3,2003,134454,3810,410,0,130234
14,3,2003,135344,3690,440,0,131214
15,3,2003,131324,2860,1100,0,127364
16,3,2003,104064,2680,890,0,100494
17,3,2003,69304,1870,430,0,67004
18,3,2003,51202,3940,500,0,46762
19,3,2003,48264,2850,580,0,44834
20,3,2003,31305,4310,560,0,26435
21,3,2003,64195,3320,510,0,60365
22,3,2003,48995,2470,520,0,46005
23,3,2003,36727,2390,1770,0,32567
24,3,2003,75620,3450,550,0,71620
25,3,2003,34642,4040,580,0,30022
26,3,2003,41036,3200,560,0,37276
27,3,2003,60418,3670,630,0,56118
28,3,2003,34062,3690,630,0,29742
29,3,2003,58656,3280,680,0,54696
30,3,2003,90996,3780,700,0,86516
31,3,2003,149378,3890,710,0,144778
1,4,2003,116440,2950,720,0,112770
2,4,2003,116812,3630,730,0,112452
3,4,2003,148806,3760,810,0,144236
4,4,2003,126296,4370,660,0,121266
5,4,2003,126232,4350,840,0,121042
6,4,2003,133401,4210,620,0,128571
7,4,2003,168816,4730,670,0,163416
8,4,2003,139121,4760,770,0,133591
9,4,2003,141323,4230,660,0,136433
10,4,2003,173532,5000,2290,0,166242
11,4,2003,160000,6670,610,0,152720
12,4,2003,139603,5080,160,0,134363
13,4,2003,132326,4670,160,0,127496
14,4,2003,181813,8550,1610,0,171653
15,4,2003,217548,3680,230,0,213638
16,4,2003,140291,3030,130,0,137131
17,4,2003,137060,3760,140,0,133160
18,4,2003,136567,4130,160,0,132277
19,4,2003,140149,3900,140,0,136109
20,4,2003,105808,4040,160,0,101608
21,4,2003,151306,4460,130,0,146716
22,4,2003,172219,4640,130,0,167449
23,4,2003,161269,5060,140,0,156069
24,4,2003,176960,5790,120,0,171050
25,4,2003,149863,5830,170,0,143863
26,4,2003,169804,5790,140,0,163874
27,4,2003,132996,5430,140,0,127426
28,4,2003,171678,5690,180,0,165808
29,4,2003,160377,6480,190,0,153707
30,4,2003,158395,5100,210,0,153085
1,5,2003,129000,5540,238,0,123222
2,5,2003,170193,5730,160,0,164303
3,5,2003,162668,4690,110,0,157868
4,5,2003,199354,4740,130,0,194484
5,5,2003,181298,5850,110,0,175338
6,5,2003,153570,5050,140,0,148380
7,5,2003,158042,6600,150,0,151292
8,5,2003,159304,4960,110,0,154234
9,5,2003,178279,5020,170,0,173089
10,5,2003,115300,4170,140,0,110990
11,5,2003,146089,5670,130,0,140289
12,5,2003,169511,6610,170,0,162731
13,5,2003,179010,6400,140,0,172470
14,5,2003,166656,6640,140,0,159876
15,5,2003,155331,7050,160,0,148121
16,5,2003,183593,6460,160,0,176973
17,5,2003,135546,5000,140,0,130406
18,5,2003,159984,3670,140,0,156174
19,5,2003,184366,3660,140,0,180566
20,5,2003,148396,3770,150,0,144476
21,5,2003,186939,3600,190,0,183149
22,5,2003,145806,3470,210,0,142126
23,5,2003,165375,3310,190,0,161875
24,5,2003,153025,3150,190,0,149685
25,5,2003,142251,3200,260,0,138791
26,5,2003,210555,3550,280,0,206725
27,5,2003,158522,3170,170,0,155182
28,5,2003,200203,3180,160,0,196863
29,5,2003,198627,2990,160,0,195477
30,5,2003,173770,3670,170,0,169930
31,5,2003,157005,2000,160,0,154845
1,6,2003,144779,1890,110,0,142779
2,6,2003,182170,2100,160,0,179910
3,6,2003,178016,3390,180,0,174446
4,6,2003,183758,3190,130,0,180438
5,6,2003,166817,2680,170,0,163967
6,6,2003,152967,3190,130,0,149647
7,6,2003,138515,3000,120,0,135395
8,6,2003,177712,2870,120,0,174722
9,6,2003,144961,3140,180,0,141641
10,6,2003,135004,2760,170,0,132074
11,6,2003,68569,2930,120,0,65519
12,6,2003,124084,3040,150,0,120894
13,6,2003,250832,2830,170,0,247832
14,6,2003,125419,3230,150,0,122039
15,6,2003,58484,2730,120,0,55634
16,6,2003,78626,2970,280,0,75376
17,6,2003,134162,2840,200,0,131122
18,6,2003,253685,3030,170,0,250485
19,6,2003,73333,2990,110,0,70233
20,6,2003,148134,2910,130,0,145094
21,6,2003,167000,2430,70,0,164500
22,6,2003,139797,2150,70,0,137577
23,6,2003,110296,1950,370,0,107976
24,6,2003,108333,2230,120,0,105983
25,6,2003,103055,1790,150,0,101115
26,6,2003,83266,1910,200,0,81156
27,6,2003,86307,1650,200,0,84457
28,6,2003,59651,1710,130,0,57811
29,6,2003,61795,1830,100,0,59865
30,6,2003,58255,2570,130,0,55555
1,7,2003,98000,1760,140,0,96100
2,7,2003,109663,1540,170,0,107953
3,7,2003,60240,1550,80,0,58610
4,7,2003,55526,1520,40,0,53966
5,7,2003,55581,2790,30,0,52761
6,7,2003,64904,2710,50,0,62144
7,7,2003,110886,2080,120,0,108686
8,7,2003,99391,1670,140,0,97581
9,7,2003,112770,1790,200,0,110780
10,7,2003,53575,1550,270,0,51755
11,7,2003,88410,1510,330,0,86570
12,7,2003,37904,2190,240,0,35474
13,7,2003,47513,1830,190,0,45493
14,7,2003,67032,1420,270,0,65342
15,7,2003,0,1580,350,0,-1930
16,7,2003,91779,1430,410,0,89939
17,7,2003,100815,1440,400,0,98975
18,7,2003,92872,2100,890,0,89882
19,7,2003,62327,1900,680,0,59747
20,7,2003,79066,1810,530,0,76726
21,7,2003,78382,1590,830,0,75962
22,7,2003,81081,1570,1200,0,78311
23,7,2003,77735,1620,1300,0,74815
24,7,2003,98331,1340,1440,0,95551
25,7,2003,81484,1640,1100,0,78744
26,7,2003,79100,1560,1000,0,76540
27,7,2003,57787,1410,710,0,55667
28,7,2003,104043,1370,1160,0,101513
29,7,2003,92480,1350,1190,0,89940
30,7,2003,101322,1120,1040,0,99162
31,7,2003,89860,2070,870,0,86920
1,8,2003,79745,2390,940,0,76415
2,8,2003,76638,1660,580,0,74398
3,8,2003,35195,1330,510,0,33355
4,8,2003,72345,1020,700,0,70625
5,8,2003,53995,1280,790,0,51925
6,8,2003,74628,1680,980,0,71968
7,8,2003,89589,1020,970,0,87599
8,8,2003,123666,1450,630,0,121586
9,8,2003,21105,1510,640,0,18955
10,8,2003,32728,0,490,0,32238
11,8,2003,61183,0,760,0,60423
12,8,2003,48935,0,440,0,48495
13,8,2003,34820,0,600,0,34220
15,8,2003,182731,6380,2130,0,174221
16,8,2003,78113,2300,170,0,75643
17,8,2003,35228,2420,160,0,32648
18,8,2003,133382,2290,130,0,130962
19,8,2003,110336,2110,130,0,108096
20,8,2003,96213,1580,430,0,94203
21,8,2003,118324,5800,160,0,112364
22,8,2003,85589,1680,290,0,83619
23,8,2003,117135,2230,240,0,114665
24,8,2003,50405,1590,170,0,48645
25,8,2003,121658,2300,190,0,119168
26,8,2003,118173,2620,460,0,115093
27,8,2003,139959,2330,820,0,136809
28,8,2003,148808,1370,800,0,146638
29,8,2003,126254,3620,1280,0,121354
30,8,2003,48860,2460,1100,0,45300
31,8,2003,61776,2520,500,0,58756
1,9,2003,108334,2080,510,0,105744
2,9,2003,102576,2390,580,0,99606
3,9,2003,78738,1990,1100,0,75648
4,9,2003,173881,1800,510,0,171571
5,9,2003,100810,1720,1390,0,97700
6,9,2003,83257,1650,370,0,81237
7,9,2003,61168,2280,250,0,58638
8,9,2003,158954,1780,290,0,156884
9,9,2003,180803,1830,330,0,178643
10,9,2003,148896,1770,300,0,146826
11,9,2003,177596,2130,270,0,175196
12,9,2003,136009,2370,1020,0,132619
13,9,2003,134670,2510,1470,0,130690
14,9,2003,135297,2640,1270,0,131387
15,9,2003,154092,2390,1630,0,150072
16,9,2003,156139,1910,1470,0,152759
17,9,2003,176837,1900,700,0,174237
18,9,2003,182207,2310,1040,0,178857
19,9,2003,139497,2180,1230,0,136087
20,9,2003,139081,2250,610,0,136221
21,9,2003,165330,4090,840,0,160400
22,9,2003,145056,2780,1620,0,140656
23,9,2003,190521,2720,1330,0,186471
24,9,2003,141401,2770,1390,0,137241
25,9,2003,144551,2410,1330,0,140811
26,9,2003,163542,2440,1430,0,159672
27,9,2003,126559,2700,1060,0,122799
28,9,2003,118056,2610,850,0,114596
29,9,2003,155995,3320,1650,0,151025
30,9,2003,127395,3340,1530,0,122525
1,10,2003,159132,3440,1310,0,154382
2,10,2003,136578,3720,1280,0,131578
3,10,2003,138627,3170,1310,0,134147
4,10,2003,133813,3090,1180,0,129543
5,10,2003,119361,3490,1190,0,114681
6,10,2003,179650,2700,1500,0,175450
7,10,2003,167353,2570,880,0,163903
8,10,2003,192169,2400,680,0,189089
9,10,2003,160467,2480,750,0,157237
10,10,2003,173337,2430,1190,0,169717
11,10,2003,122669,2430,1090,0,119149
12,10,2003,122868,3180,1000,0,118688
13,10,2003,166832,2880,1770,0,162182
14,10,2003,158700,3740,1620,0,153340
15,10,2003,141613,3660,1290,0,136663
16,10,2003,143602,4020,910,0,138672
17,10,2003,138320,3210,900,0,134210
18,10,2003,128494,3000,300,0,125194
19,10,2003,117116,3250,210,0,113656
20,10,2003,162389,3490,180,0,158719
21,10,2003,137323,3180,690,0,133453
22,10,2003,142028,3810,870,0,137348
23,10,2003,137149,4650,950,0,131549
24,10,2003,155538,4210,1100,0,150228
25,10,2003,148611,4340,890,0,143381
26,10,2003,131513,5320,1110,0,125083
27,10,2003,138167,5800,1470,0,130897
28,10,2003,133329,4880,1340,0,127109
29,10,2003,155204,4690,1380,0,149134
30,10,2003,131297,4410,1500,0,125387
31,10,2003,142771,4050,1160,0,137561
1,11,2003,135604,3040,600,0,131964
2,11,2003,97913,2900,600,0,94413
3,11,2003,161887,2990,1330,0,157567
4,11,2003,161963,2990,1840,0,157133
5,11,2003,119460,3050,1130,0,115280
6,11,2003,138237,3280,1358,0,133599
7,11,2003,145627,5820,1262,0,138545
8,11,2003,130419,3260,1340,0,125819
9,11,2003,105273,3030,1400,0,100843
10,11,2003,139679,2900,1460,0,135319
11,11,2003,158274,2490,1420,0,154364
12,11,2003,148400,2410,1210,0,144780
13,11,2003,156258,2810,1450,0,151998
14,11,2003,140617,2640,1410,0,136567
15,11,2003,80170,1970,847,0,77353
16,11,2003,133888,3700,893,0,129295
17,11,2003,142192,3540,1260,0,137392
18,11,2003,134675,3480,1180,0,130015
19,11,2003,135740,3840,1010,0,130890
20,11,2003,156212,3750,950,0,151512
21,11,2003,102652,4810,1140,0,96702
22,11,2003,122460,4630,1330,0,116500
23,11,2003,153892,4740,1480,0,147672
24,11,2003,117711,6270,1480,0,109961
25,11,2003,52875,5170,1290,0,46415
26,11,2003,42054,5030,1140,0,35884
27,11,2003,3781,4830,870,0,-1919
28,11,2003,33088,4740,620,0,27728
29,11,2003,32335,5000,980,0,26355
30,11,2003,25375,4460,940,0,19975
1,12,2003,42784,4690,1260,0,36834
2,12,2003,32114,4670,1510,0,25934
3,12,2003,43587,4700,1480,0,37407
4,12,2003,42349,4620,1610,0,36119
5,12,2003,42086,3340,1520,0,37226
6,12,2003,44298,3230,1530,0,39538
7,12,2003,23066,1900,1480,0,19686
8,12,2003,40813,2630,1530,0,36653
9,12,2003,40116,2780,1440,0,35896
10,12,2003,58161,3420,1650,0,53091
11,12,2003,24529,5160,1860,0,17509
12,12,2003,57053,4230,1530,0,51293
13,12,2003,53096,2440,1300,0,49356
14,12,2003,17231,2540,1610,0,13081
15,12,2003,33181,2680,1390,0,29111
16,12,2003,41624,3840,1120,0,36664
17,12,2003,45971,3530,1100,0,41341
18,12,2003,20899,2880,1540,0,16479
19,12,2003,33504,3510,1440,0,28554
20,12,2003,24667,2690,1700,0,20277
21,12,2003,21953,3030,1200,0,17723
22,12,2003,38620,3350,1500,0,33770
23,12,2003,34460,2970,1380,0,30110
24,12,2003,37385,3330,1290,0,32765
25,12,2003,3583,3100,890,0,-407
26,12,2003,37158,2840,710,0,33608
27,12,2003,19330,3000,750,0,15580
28,12,2003,26699,4000,890,0,21809
29,12,2003,21381,4290,1550,0,15541
30,12,2003,51331,4110,2060,0,45161
31,12,2003,35987,4850,2010,0,29127
1,1,2004,26011,4130,1590,0,20291
2,1,2004,72803,3660,1450,0,67693
3,1,2004,36575,3710,1750,0,31115
4,1,2004,101015,3410,2020,0,95585
5,1,2004,148012,5960,1950,0,140102
6,1,2004,140524,6900,1930,0,131694
7,1,2004,126048,4820,1880,0,119348
8,1,2004,152549,3300,1580,0,147669
9,1,2004,163803,4540,2230,0,157033
10,1,2004,102976,2680,1630,0,98666
11,1,2004,135476,2050,1420,0,132006
12,1,2004,142660,3460,1780,0,137420
13,1,2004,143974,3280,1910,0,138784
14,1,2004,141400,3450,1970,0,135980
15,1,2004,143405,2960,1710,0,138735
16,1,2004,139148,4040,2000,0,133108
17,1,2004,133760,3780,1720,0,128260
18,1,2004,122364,5150,2030,0,115184
19,1,2004,163588,7250,2060,0,154278
20,1,2004,149489,5790,1980,0,141719
21,1,2004,146885,7830,1950,0,137105
22,1,2004,146542,9250,2050,0,135242
23,1,2004,138760,9120,1340,0,128300
24,1,2004,136456,8640,940,0,126876
25,1,2004,136229,6710,920,0,128599
26,1,2004,143681,5940,970,0,136771
27,1,2004,162253,6980,1100,0,154173
28,1,2004,147602,8460,1170,0,137972
29,1,2004,141476,8130,1100,0,132246
30,1,2004,148694,8390,1160,0,139144
31,1,2004,126784,7240,1050,0,118494
1,2,2004,118950,6920,1030,0,111000
2,2,2004,159001,6620,1020,0,151361
3,2,2004,152860,6670,1030,0,145160
4,2,2004,146475,6880,1020,0,138575
5,2,2004,155909,5210,1250,0,149449
6,2,2004,146840,4080,1070,0,141690
7,2,2004,133254,5460,670,0,127124
8,2,2004,112727,3740,1000,0,107987
9,2,2004,157254,4940,680,0,151634
10,2,2004,145723,4500,1100,0,140123
11,2,2004,150696,4970,760,0,144966
12,2,2004,146874,6510,670,0,139694
13,2,2004,135036,4150,780,0,130106
14,2,2004,128648,4420,660,0,123568
15,2,2004,142727,4690,1020,0,137017
16,2,2004,157610,4550,1050,0,152010
17,2,2004,146180,4010,820,0,141350
18,2,2004,167410,3710,930,0,162770
19,2,2004,154717,3340,390,0,150987
20,2,2004,141363,3990,670,0,136703
21,2,2004,142991,3760,630,0,138601
22,2,2004,140654,3420,600,0,136634
23,2,2004,148745,3530,650,0,144565
24,2,2004,157808,3250,700,0,153858
25,2,2004,141176,4560,780,0,135836
26,2,2004,161412,3570,1100,0,156742
27,2,2004,156659,3820,930,0,151909
28,2,2004,113059,3550,710,0,108799
29,2,2004,143460,3480,660,0,139320
1,3,2004,155932,3320,700,0,151912
2,3,2004,128147,3630,880,0,123637
3,3,2004,141544,3600,1050,0,136894
4,3,2004,159146,3750,1390,0,154006
5,3,2004,142471,4960,880,0,136631
6,3,2004,142379,3100,1090,0,138189
7,3,2004,142065,3030,710,0,138325
8,3,2004,122152,3750,1080,0,117322
9,3,2004,158091,4170,1230,0,152691
10,3,2004,139248,2970,1110,0,135168
11,3,2004,152412,3950,1530,0,146932
12,3,2004,138284,3520,1930,0,132834
13,3,2004,138370,3520,1630,0,133220
14,3,2004,123960,3410,1470,0,119080
15,3,2004,104282,3540,1880,0,98862
16,3,2004,82748,3720,1840,0,77188
17,3,2004,44544,2810,950,0,40784
18,3,2004,30559,2650,1120,0,26789
19,3,2004,49622,2600,1060,0,45962
20,3,2004,26746,2500,970,0,23276
21,3,2004,39537,3330,1040,0,35167
22,3,2004,32006,3260,1190,0,27556
23,3,2004,43242,3050,170,0,40022
24,3,2004,29423,3260,190,0,25973
25,3,2004,50603,4780,230,0,45593
26,3,2004,50117,2540,210,0,47367
27,3,2004,32257,1900,210,0,30147
28,3,2004,112534,1930,230,0,110374
29,3,2004,124091,3140,240,0,120711
30,3,2004,141844,2640,230,0,138974
31,3,2004,141573,2670,820,0,138083
1,4,2004,132241,2840,100,0,129301
2,4,2004,139438,2920,100,0,136418
3,4,2004,140168,2420,90,0,137658
4,4,2004,85265,2370,40,0,82855
5,4,2004,165011,3170,80,0,161761
6,4,2004,132786,2460,140,0,130186
7,4,2004,139042,2880,210,0,135952
8,4,2004,141275,4160,90,0,137025
9,4,2004,134825,4180,120,0,130525
10,4,2004,127897,3000,60,0,124837
11,4,2004,110435,2590,90,0,107755
12,4,2004,141138,3430,140,0,137568
13,4,2004,175327,3040,1650,0,170637
14,4,2004,138504,7160,1190,0,130154
15,4,2004,175166,2560,2820,0,169786
16,4,2004,145048,2080,1060,0,141908
17,4,2004,139639,2580,10,0,137049
18,4,2004,147475,2000,10,0,145465
19,4,2004,144782,2150,220,0,142412
20,4,2004,161991,1840,160,0,159991
21,4,2004,157827,1790,10,0,156027
22,4,2004,146447,2160,10,0,144277
23,4,2004,153647,2970,40,0,150637
24,4,2004,138891,2480,10,0,136401
25,4,2004,145348,2840,10,0,142498
26,4,2004,188174,3580,10,0,184584
27,4,2004,139641,3280,10,0,136351
28,4,2004,161809,2270,10,0,159529
29,4,2004,167164,2930,20,0,164214
30,4,2004,162890,3160,10,0,159720
1,5,2004,114003,3450,10,0,110543
2,5,2004,114484,3440,50,0,110994
3,5,2004,134510,4070,30,0,130410
4,5,2004,167502,4020,20,0,163462
5,5,2004,164598,4620,20,0,159958
6,5,2004,174617,2580,20,0,172017
7,5,2004,146732,3020,10,0,143702
8,5,2004,147377,2140,10,0,145227
9,5,2004,153140,1920,40,0,151180
10,5,2004,192648,2360,60,0,190228
11,5,2004,158351,2780,10,0,155561
12,5,2004,174729,2060,80,0,172589
13,5,2004,158690,2250,30,0,156410
14,5,2004,159323,2820,30,0,156473
15,5,2004,132022,2330,20,0,129672
16,5,2004,154070,2090,20,0,151960
17,5,2004,148448,1940,10,0,146498
18,5,2004,175735,2510,80,0,173145
19,5,2004,149310,1200,140,0,147970
20,5,2004,217654,3580,160,0,213914
21,5,2004,137713,2060,70,0,135583
22,5,2004,122538,2040,70,0,120428
23,5,2004,140430,2200,60,0,138170
24,5,2004,150290,2660,80,0,147550
25,5,2004,161518,2130,80,0,159308
26,5,2004,156082,2090,90,0,153902
27,5,2004,178497,2690,90,0,175717
28,5,2004,157586,2470,90,0,155026
29,5,2004,117501,2080,80,0,115341
30,5,2004,161848,2300,80,0,159468
31,5,2004,175230,1620,120,0,173490
1,6,2004,150369,1730,90,0,148549
2,6,2004,158731,1588,180,0,156963
3,6,2004,161944,2492,100,0,159352
4,6,2004,164111,2050,140,0,161921
5,6,2004,160229,2040,120,0,158069
6,6,2004,156967,31100,150,0,125717
7,6,2004,160991,2090,160,0,158741
8,6,2004,134657,2200,160,0,132297
9,6,2004,87033,1500,90,0,85443
10,6,2004,91866,1780,60,0,90026
11,6,2004,84971,2430,110,0,82431
12,6,2004,113953,1940,120,0,111893
13,6,2004,56058,1620,140,0,54298
14,6,2004,67607,1770,1680,0,64157
15,6,2004,70244,1570,600,0,68074
16,6,2004,102874,1840,40,0,100994
17,6,2004,90685,1800,0,0,88885
18,6,2004,128648,1590,0,0,127058
19,6,2004,141800,2590,0,0,139210
20,6,2004,118079,2600,0,0,115479
21,6,2004,89574,2410,10,0,87154
22,6,2004,81209,2230,0,0,78979
23,6,2004,89100,2100,0,0,87000
24,6,2004,73371,2100,0,0,71271
25,6,2004,149800,2010,0,0,147790
26,6,2004,181651,1880,0,0,179771
27,6,2004,142870,1860,0,0,141010
28,6,2004,143601,2110,0,0,141491
29,6,2004, city water ,1780,60,0,-1840
30,6,2004," """"""      """""" ",1890,0,0,-1890
1,7,2004,75853,1910,60,0,73883
2,7,2004,74390,1860,0,0,72530
3,7,2004,77208,1800,0,0,75408
4,7,2004,61556,1790,10,0,59756
5,7,2004,52409,1840,0,0,50569
6,7,2004,76280,1900,0,0,74380
7,7,2004,70834,1820,0,0,69014
8,7,2004,87464,1840,30,0,85594
9,7,2004,70995,2550,50,0,68395
10,7,2004,55843,1680,20,0,54143
11,7,2004,67690,1900,10,0,65780
12,7,2004,106564,1860,80,0,104624
13,7,2004,102394,1780,10,0,100604
14,7,2004,10036,1800,0,0,8236
15,7,2004,107120,1980,10,0,105130
16,7,2004,102302,2230,0,0,100072
17,7,2004,81203,2420,0,0,78783
18,7,2004,88032,2140,10,0,85882
19,7,2004,92635,1920,0,0,90715
20,7,2004,128786,2040,10,0,126736
21,7,2004,127340,2010,0,0,125330
22,7,2004,109462,1970,0,0,107492
23,7,2004,82406,2030,0,0,80376
24,7,2004,68062,1740,10,0,66312
25,7,2004,79567,1030,0,0,78537
26,7,2004,105428,1810,0,0,103618
27,7,2004,105491,1900,130,0,103461
28,7,2004,105354,2540,0,0,102814
29,7,2004,83889,1950,30,0,81909
30,7,2004,107333,1910,20,0,105403
31,7,2004,81954,1620,20,0,80314
1,8,2004,72439,1640,20,0,70779
2,8,2004,118891,1670,30,0,117191
3,8,2004,80924,1670,10,0,79244
4,8,2004,112566,1760,10,0,110796
5,8,2004,80688,1500,20,0,79168
6,8,2004,90219,1530,0,0,88689
7,8,2004,  ,1020,0,0,-1020
8,8,2004,0,0,30,0,-30
9,8,2004,0,0,0,0,0
10,8,2004,0,0,10,0,-10
11,8,2004,0,0,20,0,-20
12,8,2004,68706,5860,10,0,62836
13,8,2004,54569,1920,10,0,52639
14,8,2004,17337,2200,10,0,15127
15,8,2004,37250,1600,30,0,35620
16,8,2004,75755,1680,80,0,73995
17,8,2004,42700,1900,60,0,40740
18,8,2004,63621,1720,30,0,61871
19,8,2004,54885,1810,0,0,53075
20,8,2004,63992,1800,100,0,62092
21,8,2004,62479,2090,10,0,60379
22,8,2004,35330,2020,90,0,33220
23,8,2004,58642,1660,20,0,56962
24,8,2004,109781,2220,0,0,107561
25,8,2004,73979,2050,10,0,71919
26,8,2004,67096,2050,20,0,65026
27,8,2004,76286,2210,10,0,74066
28,8,2004,65260,1990,0,0,63270
29,8,2004,44853,1890,10,0,42953
30,8,2004, city water ,2810,10,0,-2820
31,8,2004,48594,2520,80,0,45994
1,9,2004,7,1970,40,0,-2003
2,9,2004,0,2940,0,0,-2940
3,9,2004,0,2520,0,0,-2520
4,9,2004,0,2680,10,0,-2690
5,9,2004,0,1760,0,0,-1760
6,9,2004,0,1970,0,0,-1970
7,9,2004,49323,2620,10,0,46693
8,9,2004,94289,2990,10,0,91289
9,9,2004,116317,2920,20,0,113377
10,9,2004,143656,2670,0,0,140986
11,9,2004,162982,2790,30,0,160162
12,9,2004,129661,3310,10,0,126341
13,9,2004,197261,3080,10,0,194171
14,9,2004,168528,2930,50,0,165548
15,9,2004,138663,3690,10,0,134963
16,9,2004,158971,3780,10,0,155181
17,9,2004,136664,3740,10,0,132914
18,9,2004,165986,3730,0,0,162256
19,9,2004,154055,3170,20,0,150865
20,9,2004,184601,3700,0,0,180901
21,9,2004,162876,2660,20,0,160196
22,9,2004,168102,2420,10,0,165672
23,9,2004,158862,2330,10,0,156522
24,9,2004,145345,3220,10,0,142115
25,9,2004,133070,3870,0,0,129200
26,9,2004,129295,2860,10,0,126425
27,9,2004,168064,2360,20,0,165684
28,9,2004,198288,3100,50,0,195138
29,9,2004,139091,3090,30,0,135971
30,9,2004,163271,2930,100,0,160241
1,10,2004,146511,6010,0,0,140501
2,10,2004,138050,3630,30,0,134390
3,10,2004,137810,2810,30,0,134970
4,10,2004,169810,4640,10,0,165160
5,10,2004,138245,3980,40,0,134225
6,10,2004,88864,3690,100,0,85074
7,10,2004,160224,3080,10,0,157134
8,10,2004,165144,2810,0,0,162334
9,10,2004,126004,2770,10,0,123224
10,10,2004,123816,2910,30,0,120876
11,10,2004,166266,2880,20,0,163366
12,10,2004,163486,3080,10,0,160396
13,10,2004,143223,2850,10,0,140363
14,10,2004,161490,3720,20,0,157750
15,10,2004,136929,3850,0,0,133079
16,10,2004,136072,4040,10,0,132022
17,10,2004,130984,3560,20,0,127404
18,10,2004,125411,3500,60,0,121851
19,10,2004,165868,2960,130,0,162778
20,10,2004,94846,2740,100,0,92006
21,10,2004,164548,4810,100,0,159638
22,10,2004,138932,2760,0,0,136172
23,10,2004,110535,2650,50,0,107835
24,10,2004,111484,2760,0,0,108724
25,10,2004,132386,3350,80,0,128956
